pfNF135.C10_vs_pfNF135.C10_TCONS_00000001|1|66	XLOC_000001	-	u	q1:PF3D7_MIT01700|PF3D7_MIT01700.1|1|0.000000|0.000000|0.000000|66	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000002|1|81	XLOC_000002	-	u	q1:PF3D7_MIT02000|PF3D7_MIT02000.1|1|0.000000|0.000000|0.000000|81	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000003|1|1527	XLOC_000003	PfNF135_000041200|PfNF135_000041200.1	=	q1:PF3D7_MIT02100|PF3D7_MIT02100.1|1|0.000000|0.000000|0.000000|1527	valid_ORF=1
pfNF135.C10_vs_pfNF135.C10_TCONS_00000004|1|1131	XLOC_000004	PfNF135_000041300|PfNF135_000041300.1	=	q1:PF3D7_MIT02300|PF3D7_MIT02300.1|1|0.000000|0.000000|0.000000|1131	valid_ORF=1
pfNF135.C10_vs_pfNF135.C10_TCONS_00000005|1|75	XLOC_000005	PfNF135_000041300|PfNF135_000041300.1	p	q1:PF3D7_MIT02600|PF3D7_MIT02600.1|1|0.000000|0.000000|0.000000|75	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000006|1|84	XLOC_000006	PfNF135_000041300|PfNF135_000041300.1	p	q1:PF3D7_MIT02700|PF3D7_MIT02700.1|1|0.000000|0.000000|0.000000|84	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000007|1|58	XLOC_000007	PfNF135_000041300|PfNF135_000041300.1	p	q1:PF3D7_MIT02800|PF3D7_MIT02800.1|1|0.000000|0.000000|0.000000|58	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000008|1|52	XLOC_000008	PfNF135_000041300|PfNF135_000041300.1	p	q1:PF3D7_MIT02900|PF3D7_MIT02900.1|1|0.000000|0.000000|0.000000|52	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000009|1|54	XLOC_000009	PfNF135_000041400|PfNF135_000041400.1	c	q1:PF3D7_MIT00300|PF3D7_MIT00300.1|1|0.000000|0.000000|0.000000|54	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000010|1|64	XLOC_000010	PfNF135_000041500:pseudogene|PfNF135_000041500.1	x	q1:PF3D7_MIT01500|PF3D7_MIT01500.1|1|0.000000|0.000000|0.000000|64	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000011|1|81	XLOC_000011	PfNF135_000041200|PfNF135_000041200.1	x	q1:PF3D7_MIT02200|PF3D7_MIT02200.1|1|0.000000|0.000000|0.000000|81	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000012|1|176	XLOC_000012	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT03200|PF3D7_MIT03200.1|1|0.000000|0.000000|0.000000|176	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000013|1|82	XLOC_000013	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT03300|PF3D7_MIT03300.1|1|0.000000|0.000000|0.000000|82	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000014|1|57	XLOC_000014	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT03400|PF3D7_MIT03400.1|1|0.000000|0.000000|0.000000|57	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000015|1|68	XLOC_000015	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT03600|PF3D7_MIT03600.1|1|0.000000|0.000000|0.000000|68	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000016|1|61	XLOC_000016	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT03700|PF3D7_MIT03700.1|1|0.000000|0.000000|0.000000|61	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000017|1|195	XLOC_000017	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT04000|PF3D7_MIT04000.1|1|0.000000|0.000000|0.000000|195	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000018|1|83	XLOC_000018	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT04100|PF3D7_MIT04100.1|1|0.000000|0.000000|0.000000|83	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000019|1|94	XLOC_000019	PfNF135_000041400|PfNF135_000041400.1	x	q1:PF3D7_MIT04200|PF3D7_MIT04200.1|1|0.000000|0.000000|0.000000|94	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000020|1|107	XLOC_000020	PfNF135_000041400|PfNF135_000041400.1	x	q1:PF3D7_MIT00900|PF3D7_MIT00900.1|1|0.000000|0.000000|0.000000|107	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000021|1|116	XLOC_000021	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT01000|PF3D7_MIT01000.1|1|0.000000|0.000000|0.000000|116	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000022|1|88	XLOC_000022	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT01100|PF3D7_MIT01100.1|1|0.000000|0.000000|0.000000|88	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000023|1|100	XLOC_000023	PfNF135_000041500:pseudogene|PfNF135_000041500.1	p	q1:PF3D7_MIT01300|PF3D7_MIT01300.1|1|0.000000|0.000000|0.000000|100	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000024|1|750	XLOC_000024	PfNF135_000041500:pseudogene|PfNF135_000041500.1	=	q1:PF3D7_MIT01400|PF3D7_MIT01400.1|1|0.000000|0.000000|0.000000|750	valid_ORF=0
pfNF135.C10_vs_pfNF135.C10_TCONS_00000025|1|72	XLOC_000025	PfNF135_000044600|PfNF135_000044600:tRNA	=	q1:PF3D7_API05200|PF3D7_API05200.1|1|0.000000|0.000000|0.000000|72	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000026|1|72	XLOC_000026	PfNF135_000044700|PfNF135_000044700:tRNA	=	q1:PF3D7_API05300|PF3D7_API05300.1|1|0.000000|0.000000|0.000000|72	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000027|1|79	XLOC_000027	PfNF135_000044800|PfNF135_000044800:tRNA	=	q1:PF3D7_API05400|PF3D7_API05400.1|1|0.000000|0.000000|0.000000|79	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000028|1|71	XLOC_000028	PfNF135_000045000|PfNF135_000045000:tRNA	=	q1:PF3D7_API05600|PF3D7_API05600.1|1|0.000000|0.000000|0.000000|71	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000029|1|1426	XLOC_000029	PfNF135_000045000|PfNF135_000045000:tRNA	p	q1:PF3D7_API05700|PF3D7_API05700.1|1|0.000000|0.000000|0.000000|1426	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000030|1|72	XLOC_000030	PfNF135_000045100|PfNF135_000045100:tRNA	=	q1:PF3D7_API05800_1|PF3D7_API05800.1_1|1|0.000000|0.000000|0.000000|72	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000031|1|72	XLOC_000031	PfNF135_000045400|PfNF135_000045400:tRNA	=	q1:PF3D7_API05500|PF3D7_API05500.1|1|0.000000|0.000000|0.000000|72	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000032|1|71	XLOC_000032	PfNF135_000045800|PfNF135_000045800:tRNA	=	q1:PF3D7_API06500|PF3D7_API06500.1|1|0.000000|0.000000|0.000000|71	no_ORF_status
pfNF135.C10_vs_pfNF135.C10_TCONS_00000033|1|75	XLOC_000033	PfNF135_000045900|PfNF135_000045900:tRNA	=	q1:PF3D7_API06600|PF3D7_API06600.1|1|0.000000|0.000000|0.000000|75	no_ORF_status
